,Cohort,Total Cohort,Total Grads - n,Total Grads - % of cohort,Total Regents - n,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - n,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - n,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - n,Local - % of cohort,Local - % of grads,Still Enrolled - n,Still Enrolled - % of cohort,Dropped Out - n,Dropped Out - % of cohort,BORO,Income,y
1387,2002,35,14,40.0,8,22.9,57.1,0,0.0,0.0,8,22.9,57.1,6,17.1,42.9,19,54.3,2,5.7,K,67081,66.7
1388,2003,48,32,66.7,20,41.7,62.5,3,6.3,9.4,17,35.4,53.1,12,25.0,37.5,15,31.3,1,2.1,K,67081,75.3
1389,2004,81,61,75.3,35,43.2,57.4,4,4.9,6.6,31,38.3,50.8,26,32.1,42.6,16,19.8,4,4.9,K,67081,67.9
1390,2005,84,57,67.9,33,39.3,57.9,8,9.5,14.0,25,29.8,43.9,24,28.6,42.1,21,25.0,3,3.6,K,67081,65.5
1392,2001,86,34,39.5,9,10.5,26.5,0,0.0,0.0,9,10.5,26.5,25,29.1,73.5,36,41.9,14,16.3,K,67081,55.4
1393,2002,65,36,55.4,7,10.8,19.4,1,1.5,2.8,6,9.2,16.7,29,44.6,80.59999999999998,18,27.7,10,15.4,K,67081,66.1
1394,2003,59,39,66.1,10,16.9,25.6,2,3.4,5.1,8,13.6,20.5,29,49.2,74.4,13,22.0,4,6.8,K,67081,63.2
1395,2004,68,43,63.2,28,41.2,65.1,5,7.4,11.6,23,33.8,53.5,15,22.1,34.9,14,20.6,10,14.7,K,67081,63.2
1396,2005,68,43,63.2,32,47.1,74.4,5,7.4,11.6,27,39.7,62.8,11,16.2,25.6,14,20.6,9,13.2,K,67081,67.7
1398,2001,103,40,38.8,14,13.6,35.0,0,0.0,0.0,14,13.6,35.0,26,25.2,65.0,35,34.0,21,20.4,K,67081,30.2
1399,2002,126,38,30.2,20,15.9,52.6,0,0.0,0.0,20,15.9,52.6,18,14.3,47.4,65,51.6,16,12.7,K,67081,45.0
1400,2003,140,63,45.0,29,20.7,46.0,3,2.1,4.8,26,18.6,41.3,34,24.3,54.0,43,30.7,25,17.9,K,67081,54.8
1401,2004,135,74,54.8,35,25.9,47.3,9,6.7,12.2,26,19.3,35.1,39,28.9,52.7,30,22.2,25,18.5,K,67081,67.4
1402,2005,132,89,67.4,62,47.0,69.7,13,9.8,14.6,49,37.1,55.1,27,20.5,30.3,9,6.8,18,13.6,K,67081,75.0
1404,2001,205,89,43.4,32,15.6,36.0,3,1.5,3.4,29,14.1,32.6,57,27.8,64.0,61,29.8,43,21.0,K,67081,48.5
1405,2002,198,96,48.5,55,27.8,57.3,0,0.0,0.0,55,27.8,57.3,41,20.7,42.7,59,29.8,29,14.6,K,67081,44.2
1406,2003,154,68,44.2,46,29.9,67.6,12,7.8,17.6,34,22.1,50.0,22,14.3,32.4,60,39.0,16,10.4,K,67081,42.0
1407,2004,200,84,42.0,39,19.5,46.4,6,3.0,7.1,33,16.5,39.3,45,22.5,53.6,82,41.0,18,9.0,K,67081,62.6
1408,2005,155,97,62.6,46,29.7,47.4,3,1.9,3.1,43,27.7,44.3,51,32.9,52.6,24,15.5,14,9.0,K,67081,64.8
1410,2001,128,10,7.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,7.8,100.0,113,88.3,5,3.9,K,67081,5.9
1411,2002,153,9,5.9,4,2.6,44.4,0,0.0,0.0,4,2.6,44.4,5,3.3,55.6,135,88.2,9,5.9,K,67081,10.8
1412,2003,93,10,10.8,2,2.2,20.0,0,0.0,0.0,2,2.2,20.0,8,8.6,80.0,79,84.9,4,4.3,K,67081,8.1
1413,2004,74,6,8.1,3,4.1,50.0,0,0.0,0.0,3,4.1,50.0,3,4.1,50.0,56,75.7,12,16.2,K,67081,10.1
1414,2005,69,7,10.1,3,4.3,42.9,0,0.0,0.0,3,4.3,42.9,4,5.8,57.1,46,66.7,14,20.3,K,67081,12.7
1418,2003,62,4,6.5,1,1.6,25.0,0,0.0,0.0,1,1.6,25.0,3,4.8,75.0,55,88.7,3,4.8,K,67081,16.5
1419,2004,97,16,16.5,10,10.3,62.5,0,0.0,0.0,10,10.3,62.5,6,6.2,37.5,68,70.1,13,13.4,K,67081,21.9
1420,2005,96,21,21.9,12,12.5,57.1,0,0.0,0.0,12,12.5,57.1,9,9.4,42.9,58,60.4,15,15.6,K,67081,10.3
1422,2001,91,61,67.0,2,2.2,3.3,0,0.0,0.0,2,2.2,3.3,59,64.8,96.7,22,24.2,7,7.7,K,67081,58.9
1423,2002,73,43,58.9,12,16.4,27.9,0,0.0,0.0,12,16.4,27.9,31,42.5,72.09999999999998,25,34.2,5,6.8,K,67081,51.2
1424,2003,86,44,51.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,44,51.2,100.0,38,44.2,3,3.5,K,67081,50.7
1425,2004,67,34,50.7,20,29.9,58.8,1,1.5,2.9,19,28.4,55.9,14,20.9,41.2,27,40.3,6,9.0,K,67081,45.2
1426,2005,84,38,45.2,22,26.2,57.9,2,2.4,5.3,20,23.8,52.6,16,19.0,42.1,29,34.5,11,13.1,K,67081,47.6
1428,2001,147,105,71.40000000000002,54,36.7,51.4,1,0.7,1.0,53,36.1,50.5,51,34.7,48.6,39,26.5,2,1.4,K,67081,70.1
1429,2002,107,75,70.1,45,42.1,60.0,1,0.9,1.3,44,41.1,58.7,31,29.0,41.3,29,27.1,1,0.9,K,67081,71.40000000000002
1430,2003,147,105,71.40000000000002,53,36.1,50.5,4,2.7,3.8,49,33.3,46.7,52,35.4,49.5,38,25.9,3,2.0,K,67081,63.3
1431,2004,207,131,63.3,41,19.8,31.3,11,5.3,8.4,30,14.5,22.9,90,43.5,68.7,67,32.4,5,2.4,K,67081,68.8
1432,2005,154,106,68.8,78,50.6,73.59999999999998,18,11.7,17.0,60,39.0,56.6,28,18.2,26.4,44,28.6,4,2.6,K,67081,86.0
1434,2001,77,19,24.7,4,5.2,21.1,0,0.0,0.0,4,5.2,21.1,15,19.5,78.9,42,54.5,16,20.8,K,67081,14.9
1435,2002,74,11,14.9,1,1.4,9.1,0,0.0,0.0,1,1.4,9.1,10,13.5,90.9,53,71.6,10,13.5,K,67081,9.0
1436,2003,67,6,9.0,3,4.5,50.0,0,0.0,0.0,3,4.5,50.0,3,4.5,50.0,51,76.09999999999998,10,14.9,K,67081,8.2
1437,2004,49,4,8.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,8.2,100.0,37,75.5,8,16.3,K,67081,11.1
1438,2005,63,7,11.1,1,1.6,14.3,0,0.0,0.0,1,1.6,14.3,6,9.5,85.7,50,79.4,4,6.3,K,67081,12.7
1441,2005,72,67,93.1,56,77.8,83.6,4,5.6,6.0,52,72.2,77.59999999999998,11,15.3,16.4,3,4.2,2,2.8,K,40424,77.5
1443,2001,588,279,47.4,149,25.3,53.4,22,3.7,7.9,127,21.6,45.5,130,22.1,46.6,142,24.1,140,23.8,K,40424,42.7
1444,2002,716,306,42.7,170,23.7,55.6,18,2.5,5.9,152,21.2,49.7,136,19.0,44.4,256,35.8,95,13.3,K,40424,38.5
1445,2003,929,358,38.5,168,18.1,46.9,13,1.4,3.6,155,16.7,43.3,190,20.5,53.1,386,41.6,119,12.8,K,40424,42.4
1446,2004,1025,435,42.4,244,23.8,56.1,14,1.4,3.2,230,22.4,52.9,191,18.6,43.9,419,40.9,92,9.0,K,40424,37.2
1447,2005,815,303,37.2,203,24.9,67.0,14,1.7,4.6,189,23.2,62.4,100,12.3,33.0,339,41.6,98,12.0,K,40424,44.0
1454,2001,318,108,34.0,25,7.9,23.1,0,0.0,0.0,25,7.9,23.1,83,26.1,76.9,111,34.9,93,29.2,K,48788,49.5
1459,2001,178,69,38.8,28,15.7,40.6,3,1.7,4.3,25,14.0,36.2,41,23.0,59.4,61,34.3,47,26.4,K,48788,61.7
1462,2001,163,53,32.5,12,7.4,22.6,0,0.0,0.0,12,7.4,22.6,41,25.2,77.4,65,39.9,42,25.8,K,48788,38.7
1463,2002,186,72,38.7,31,16.7,43.1,1,0.5,1.4,30,16.1,41.7,41,22.0,56.9,68,36.6,41,22.0,K,48788,47.7
1466,2001,333,122,36.6,23,6.9,18.9,0,0.0,0.0,23,6.9,18.9,99,29.7,81.09999999999998,102,30.6,94,28.2,K,48788,48.5
1470,2001,192,90,46.9,40,20.8,44.4,5,2.6,5.6,35,18.2,38.9,50,26.0,55.6,72,37.5,27,14.1,K,48788,53.6
1471,2002,192,103,53.6,38,19.8,36.9,12,6.3,11.7,26,13.5,25.2,65,33.9,63.1,68,35.4,19,9.9,K,48788,62.2
1475,2001,138,18,13.0,3,2.2,16.7,0,0.0,0.0,3,2.2,16.7,15,10.9,83.3,109,79.0,11,8.0,K,48788,7.3
1476,2002,123,9,7.3,2,1.6,22.2,0,0.0,0.0,2,1.6,22.2,7,5.7,77.8,101,82.1,12,9.8,K,48788,13.3
1477,2003,98,13,13.3,2,2.0,15.4,0,0.0,0.0,2,2.0,15.4,11,11.2,84.6,75,76.5,10,10.2,K,48788,9.9
1478,2004,131,13,9.9,2,1.5,15.4,0,0.0,0.0,2,1.5,15.4,11,8.4,84.6,91,69.5,26,19.8,K,48788,23.7
1479,2005,114,27,23.7,8,7.0,29.6,0,0.0,0.0,8,7.0,29.6,19,16.7,70.40000000000002,63,55.3,20,17.5,K,48788,22.2
1483,2004,90,49,54.4,21,23.3,42.9,0,0.0,0.0,21,23.3,42.9,28,31.1,57.1,30,33.3,7,7.8,K,48788,55.9
1484,2005,102,57,55.9,29,28.4,50.9,0,0.0,0.0,29,28.4,50.9,28,27.5,49.1,34,33.3,7,6.9,K,48788,44.0
1488,2004,98,63,64.3,54,55.1,85.7,10,10.2,15.9,44,44.9,69.8,9,9.2,14.3,23,23.5,10,10.2,K,48788,53.5
1489,2005,101,54,53.5,43,42.6,79.59999999999998,5,5.0,9.3,38,37.6,70.40000000000002,11,10.9,20.4,36,35.6,8,7.9,K,48788,66.3
1493,2004,71,40,56.3,13,18.3,32.5,0,0.0,0.0,13,18.3,32.5,27,38.0,67.5,23,32.4,7,9.9,K,48788,69.1
1494,2005,55,38,69.1,20,36.4,52.6,0,0.0,0.0,20,36.4,52.6,18,32.7,47.4,12,21.8,5,9.1,K,48788,86.7
1497,2004,69,54,78.3,31,44.9,57.4,0,0.0,0.0,31,44.9,57.4,23,33.3,42.6,12,17.4,3,4.3,K,48788,68.4
1498,2005,57,39,68.4,20,35.1,51.3,0,0.0,0.0,20,35.1,51.3,19,33.3,48.7,14,24.6,3,5.3,K,48788,63.5
1500,2003,84,78,92.9,52,61.9,66.7,1,1.2,1.3,51,60.7,65.4,26,31.0,33.3,4,4.8,2,2.4,K,48788,91.7
1503,2004,104,58,55.8,29,27.9,50.0,8,7.7,13.8,21,20.2,36.2,29,27.9,50.0,29,27.9,9,8.7,K,48788,43.2
1504,2005,118,51,43.2,22,18.6,43.1,0,0.0,0.0,22,18.6,43.1,29,24.6,56.9,37,31.4,26,22.0,K,48788,61.0
1508,2004,93,67,72.0,42,45.2,62.7,2,2.2,3.0,40,43.0,59.7,25,26.9,37.3,10,10.8,14,15.1,K,48788,78.4
1509,2005,111,87,78.4,64,57.7,73.59999999999998,13,11.7,14.9,51,45.9,58.6,23,20.7,26.4,12,10.8,10,9.0,K,48788,77.59999999999998
1513,2003,74,69,93.2,48,64.9,69.6,6,8.1,8.7,42,56.8,60.9,21,28.4,30.4,5,6.8,0,0.0,K,48788,93.1
1514,2004,101,94,93.1,85,84.2,90.4,27,26.7,28.7,58,57.4,61.7,9,8.9,9.6,7,6.9,0,0.0,K,48788,97.8
1515,2005,90,88,97.8,81,90.0,92.0,14,15.6,15.9,67,74.4,76.09999999999998,7,7.8,8.0,2,2.2,0,0.0,K,48788,98.7
1518,2003,81,57,70.40000000000002,32,39.5,56.1,0,0.0,0.0,32,39.5,56.1,25,30.9,43.9,11,13.6,13,16.0,K,48788,74.7
1519,2004,79,59,74.7,37,46.8,62.7,4,5.1,6.8,33,41.8,55.9,22,27.8,37.3,17,21.5,3,3.8,K,48788,54.2
1520,2005,96,52,54.2,35,36.5,67.3,4,4.2,7.7,31,32.3,59.6,17,17.7,32.7,35,36.5,7,7.3,K,48788,57.4
1521,2004,72,66,91.7,53,73.59999999999998,80.3,0,0.0,0.0,53,73.59999999999998,80.3,13,18.1,19.7,2,2.8,4,5.6,K,48788,96.8
1522,2005,94,91,96.8,84,89.4,92.3,11,11.7,12.1,73,77.7,80.2,7,7.4,7.7,2,2.1,0,0.0,K,48788,98.9
1525,2003,122,71,58.2,45,36.9,63.4,3,2.5,4.2,42,34.4,59.2,26,21.3,36.6,49,40.2,2,1.6,K,48788,67.8
1526,2004,87,59,67.8,42,48.3,71.2,10,11.5,16.9,32,36.8,54.2,17,19.5,28.8,27,31.0,1,1.1,K,48788,66.1
1527,2005,112,74,66.1,59,52.7,79.7,12,10.7,16.2,47,42.0,63.5,15,13.4,20.3,32,28.6,5,4.5,K,48788,72.7
1531,2003,97,77,79.4,38,39.2,49.4,5,5.2,6.5,33,34.0,42.9,39,40.2,50.6,16,16.5,3,3.1,K,48788,84.5
1532,2004,71,60,84.5,48,67.6,80.0,10,14.1,16.7,38,53.5,63.3,12,16.9,20.0,10,14.1,1,1.4,K,48788,81.59999999999998
1533,2005,98,80,81.59999999999998,57,58.2,71.3,13,13.3,16.3,44,44.9,55.0,23,23.5,28.8,15,15.3,3,3.1,K,48788,80.7
1536,2002,78,2,2.6,1,1.3,50.0,0,0.0,0.0,1,1.3,50.0,1,1.3,50.0,68,87.2,8,10.3,K,48788,11.7
1537,2003,94,11,11.7,2,2.1,18.2,0,0.0,0.0,2,2.1,18.2,9,9.6,81.8,76,80.9,7,7.4,K,48788,11.1
1538,2004,63,7,11.1,3,4.8,42.9,0,0.0,0.0,3,4.8,42.9,4,6.3,57.1,49,77.8,7,11.1,K,48788,12.8
1539,2005,86,11,12.8,5,5.8,45.5,0,0.0,0.0,5,5.8,45.5,6,7.0,54.5,68,79.09999999999998,7,8.1,K,48788,12.0
1541,2001,209,174,83.3,141,67.5,81.0,50,23.9,28.7,91,43.5,52.3,33,15.8,19.0,27,12.9,6,2.9,K,48788,81.5
1542,2002,222,181,81.5,163,73.4,90.1,65,29.3,35.9,98,44.1,54.1,18,8.1,9.9,27,12.2,7,3.2,K,48788,86.2
1543,2003,181,156,86.2,133,73.5,85.3,44,24.3,28.2,89,49.2,57.1,23,12.7,14.7,16,8.800000000000002,6,3.3,K,48788,89.0
1544,2004,155,138,89.0,116,74.8,84.1,28,18.1,20.3,88,56.8,63.8,22,14.2,15.9,13,8.4,4,2.6,K,48788,92.0
1545,2005,162,149,92.0,145,89.5,97.3,53,32.7,35.6,92,56.8,61.7,4,2.5,2.7,11,6.8,2,1.2,K,48788,93.6
1547,2001,464,278,59.9,172,37.1,61.9,44,9.5,15.8,128,27.6,46.0,106,22.8,38.1,121,26.1,50,10.8,K,48788,66.4
1548,2002,473,314,66.4,191,40.4,60.8,43,9.1,13.7,148,31.3,47.1,123,26.0,39.2,104,22.0,35,7.4,K,48788,65.5
1549,2003,501,328,65.5,217,43.3,66.2,49,9.8,14.9,168,33.5,51.2,111,22.2,33.8,98,19.6,63,12.6,K,48788,61.2
1550,2004,539,330,61.2,200,37.1,60.6,34,6.3,10.3,166,30.8,50.3,130,24.1,39.4,150,27.8,40,7.4,K,48788,66.3
1551,2005,489,324,66.3,226,46.2,69.8,19,3.9,5.9,207,42.3,63.9,98,20.0,30.2,112,22.9,34,7.0,K,48788,69.9
1553,2001,287,157,54.7,73,25.4,46.5,15,5.2,9.6,58,20.2,36.9,84,29.3,53.5,103,35.9,23,8.0,K,48788,46.0
1554,2002,272,125,46.0,59,21.7,47.2,10,3.7,8.0,49,18.0,39.2,66,24.3,52.8,101,37.1,38,14.0,K,48788,55.8
1555,2003,276,154,55.8,62,22.5,40.3,11,4.0,7.1,51,18.5,33.1,92,33.3,59.7,89,32.2,24,8.7,K,48788,55.4
1556,2004,269,149,55.4,54,20.1,36.2,1,0.4,0.7,53,19.7,35.6,95,35.3,63.8,99,36.8,20,7.4,K,48788,37.9
1557,2005,322,122,37.9,35,10.9,28.7,5,1.6,4.1,30,9.3,24.6,87,27.0,71.3,154,47.8,25,7.8,K,48788,49.7
1562,2005,57,54,94.7,23,40.4,42.6,0,0.0,0.0,23,40.4,42.6,31,54.4,57.4,0,0.0,3,5.3,K,33209,49.3
1566,2005,92,66,71.7,65,70.7,98.5,17,18.5,25.8,48,52.2,72.7,1,1.1,1.5,20,21.7,5,5.4,K,33209,64.6
1569,2005,65,53,81.5,44,67.7,83.0,13,20.0,24.5,31,47.7,58.5,9,13.8,17.0,10,15.4,1,1.5,K,33209,78.5
1571,2001,525,183,34.9,88,16.8,48.1,22,4.2,12.0,66,12.6,36.1,95,18.1,51.9,183,34.9,150,28.6,K,33209,37.2
1572,2002,446,166,37.2,91,20.4,54.8,20,4.5,12.0,71,15.9,42.8,75,16.8,45.2,137,30.7,128,28.7,K,33209,34.7
1573,2003,378,131,34.7,88,23.3,67.2,38,10.1,29.0,50,13.2,38.2,43,11.4,32.8,121,32.0,115,30.4,K,33209,42.2
1574,2004,320,135,42.2,84,26.3,62.2,29,9.1,21.5,55,17.2,40.7,51,15.9,37.8,88,27.5,85,26.6,K,33209,45.3
1575,2005,212,96,45.3,66,31.1,68.8,22,10.4,22.9,44,20.8,45.8,30,14.2,31.3,64,30.2,38,17.9,K,33209,47.7
1577,2001,591,295,49.9,209,35.4,70.8,105,17.8,35.6,104,17.6,35.3,86,14.6,29.2,173,29.3,103,17.4,K,33209,46.8
1578,2002,564,264,46.8,209,37.1,79.2,14,2.5,5.3,195,34.6,73.9,55,9.8,20.8,176,31.2,112,19.9,K,33209,55.1
1579,2003,572,315,55.1,231,40.4,73.3,1,0.2,0.3,230,40.2,73.0,84,14.7,26.7,141,24.7,104,18.2,K,33209,45.1
1580,2004,610,275,45.1,217,35.6,78.9,77,12.6,28.0,140,23.0,50.9,58,9.5,21.1,168,27.5,149,24.4,K,33209,57.7
1581,2005,639,369,57.7,297,46.5,80.5,112,17.5,30.4,185,29.0,50.1,72,11.3,19.5,168,26.3,77,12.1,K,33209,62.3
1583,2001,897,608,67.8,544,60.6,89.5,279,31.1,45.9,265,29.5,43.6,66,7.4,10.9,166,18.5,105,11.7,K,33209,69.3
1584,2002,872,604,69.3,566,64.9,93.7,295,33.8,48.8,271,31.1,44.9,38,4.4,6.3,179,20.5,83,9.5,K,33209,65.6
1585,2003,909,596,65.6,551,60.6,92.4,293,32.2,49.2,258,28.4,43.3,45,5.0,7.6,203,22.3,100,11.0,K,33209,72.9
1586,2004,897,654,72.9,608,67.8,93.0,371,41.4,56.7,237,26.4,36.2,46,5.1,7.0,140,15.6,87,9.7,K,33209,69.5
1587,2005,879,611,69.5,571,65.0,93.5,292,33.2,47.8,279,31.7,45.7,40,4.6,6.5,185,21.0,61,6.9,K,33209,77.5
1589,2001,679,385,56.7,291,42.9,75.59999999999998,161,23.7,41.8,130,19.1,33.8,95,14.0,24.7,176,25.9,106,15.6,K,33209,52.3
1590,2002,755,395,52.3,340,45.0,86.1,155,20.5,39.2,185,24.5,46.8,55,7.3,13.9,215,28.5,127,16.8,K,33209,53.4
1591,2003,729,389,53.4,337,46.2,86.6,162,22.2,41.6,175,24.0,45.0,52,7.1,13.4,228,31.3,104,14.3,K,33209,51.2
1592,2004,705,361,51.2,323,45.8,89.5,148,21.0,41.0,175,24.8,48.5,38,5.4,10.5,247,35.0,85,12.1,K,33209,55.7
1593,2005,637,355,55.7,305,47.9,85.9,121,19.0,34.1,184,28.9,51.8,50,7.8,14.1,190,29.8,67,10.5,K,33209,62.9
1597,2001,324,123,38.0,73,22.5,59.3,15,4.6,12.2,58,17.9,47.2,50,15.4,40.7,130,40.1,65,20.1,K,33209,40.5
1598,2002,279,113,40.5,56,20.1,49.6,8,2.9,7.1,48,17.2,42.5,58,20.8,51.3,92,33.0,64,22.9,K,33209,41.9
1599,2003,284,119,41.9,75,26.4,63.0,17,6.0,14.3,58,20.4,48.7,44,15.5,37.0,109,38.4,51,18.0,K,33209,46.4
1600,2004,276,128,46.4,90,32.6,70.3,15,5.4,11.7,75,27.2,58.6,38,13.8,29.7,88,31.9,50,18.1,K,33209,43.7
1601,2005,263,115,43.7,86,32.7,74.8,4,1.5,3.5,82,31.2,71.3,29,11.0,25.2,102,38.8,39,14.8,K,33209,51.2
1603,2001,132,81,61.4,66,50.0,81.5,21,15.9,25.9,45,34.1,55.6,15,11.4,18.5,20,15.2,28,21.2,K,33209,60.5
1604,2002,124,75,60.5,55,44.4,73.3,18,14.5,24.0,37,29.8,49.3,20,16.1,26.7,32,25.8,12,9.7,K,33209,59.6
1605,2003,146,87,59.6,67,45.9,77.0,25,17.1,28.7,42,28.8,48.3,20,13.7,23.0,31,21.2,25,17.1,K,33209,56.7
1606,2004,150,85,56.7,66,44.0,77.59999999999998,29,19.3,34.1,37,24.7,43.5,19,12.7,22.4,37,24.7,22,14.7,K,33209,60.4
1607,2005,134,81,60.4,70,52.2,86.4,20,14.9,24.7,50,37.3,61.7,11,8.2,13.6,31,23.1,15,11.2,K,33209,69.3
1611,2004,50,2,4.0,1,2.0,50.0,0,0.0,0.0,1,2.0,50.0,1,2.0,50.0,47,94.0,0,0.0,K,33209,36.6
1612,2005,71,26,36.6,13,18.3,50.0,0,0.0,0.0,13,18.3,50.0,13,18.3,50.0,40,56.3,3,4.2,K,33209,30.8
1615,2005,84,73,86.9,70,83.3,95.9,27,32.1,37.0,43,51.2,58.9,3,3.6,4.1,9,10.7,2,2.4,Q,53907,90.0
1618,2005,113,88,77.9,56,49.6,63.6,17,15.0,19.3,39,34.5,44.3,32,28.3,36.4,22,19.5,2,1.8,Q,53907,81.2
1622,2001,889,396,44.5,262,29.5,66.2,73,8.2,18.4,189,21.3,47.7,134,15.1,33.8,299,33.6,172,19.3,Q,53907,43.2
1623,2002,984,425,43.2,275,27.9,64.7,86,8.7,20.2,189,19.2,44.5,151,15.3,35.5,354,36.0,184,18.7,Q,53907,42.7
1624,2003,1044,446,42.7,277,26.5,62.1,139,13.3,31.2,138,13.2,30.9,169,16.2,37.9,361,34.6,220,21.1,Q,53907,46.0
1625,2004,872,401,46.0,250,28.7,62.3,134,15.4,33.4,116,13.3,28.9,151,17.3,37.7,275,31.5,180,20.6,Q,53907,50.1
1626,2005,880,441,50.1,250,28.4,56.7,124,14.1,28.1,126,14.3,28.6,191,21.7,43.3,235,26.7,170,19.3,Q,53907,58.6
1628,2001,613,306,49.9,179,29.2,58.5,79,12.9,25.8,100,16.3,32.7,127,20.7,41.5,161,26.3,122,19.9,Q,53907,47.0
1629,2002,625,294,47.0,165,26.4,56.1,72,11.5,24.5,93,14.9,31.6,129,20.6,43.9,152,24.3,165,26.4,Q,53907,50.9
1630,2003,705,359,50.9,206,29.2,57.4,94,13.3,26.2,112,15.9,31.2,153,21.7,42.6,156,22.1,165,23.4,Q,53907,54.7
1631,2004,759,415,54.7,232,30.6,55.9,90,11.9,21.7,142,18.7,34.2,183,24.1,44.1,181,23.8,147,19.4,Q,53907,50.8
1632,2005,807,410,50.8,205,25.4,50.0,68,8.4,16.6,137,17.0,33.4,205,25.4,50.0,203,25.2,160,19.8,Q,53907,61.7
1634,2001,89,40,44.9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,40,44.9,100.0,37,41.6,12,13.5,Q,53907,44.3
1635,2002,131,58,44.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,58,44.3,100.0,60,45.8,12,9.2,Q,53907,46.3
1636,2003,108,50,46.3,49,45.4,98.0,0,0.0,0.0,49,45.4,98.0,1,0.9,2.0,49,45.4,5,4.6,Q,53907,51.5
1637,2004,103,53,51.5,50,48.5,94.3,0,0.0,0.0,50,48.5,94.3,3,2.9,5.7,47,45.6,3,2.9,Q,53907,70.5
1638,2005,44,31,70.5,31,70.5,100.0,0,0.0,0.0,31,70.5,100.0,0,0.0,0.0,6,13.6,5,11.4,Q,53907,70.2
1640,2001,112,60,53.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,60,53.6,100.0,46,41.1,6,5.4,Q,53907,43.1
1641,2002,109,47,43.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,47,43.1,100.0,59,54.1,2,1.8,Q,53907,68.9
1642,2003,45,31,68.9,31,68.9,100.0,0,0.0,0.0,31,68.9,100.0,0,0.0,0.0,11,24.4,3,6.7,Q,53907,52.6
1643,2004,116,61,52.6,57,49.1,93.4,0,0.0,0.0,57,49.1,93.4,4,3.4,6.6,46,39.7,9,7.8,Q,53907,71.6
1644,2005,95,68,71.6,64,67.4,94.1,0,0.0,0.0,64,67.4,94.1,4,4.2,5.9,20,21.1,7,7.4,Q,53907,63.7
1646,2001,189,101,53.4,84,44.4,83.2,15,7.9,14.9,69,36.5,68.3,17,9.0,16.8,70,37.0,18,9.5,Q,53907,50.8
1647,2002,183,93,50.8,84,45.9,90.3,10,5.5,10.8,74,40.4,79.59999999999998,9,4.9,9.7,72,39.3,15,8.2,Q,53907,63.1
1648,2003,130,82,63.1,72,55.4,87.8,20,15.4,24.4,52,40.0,63.4,10,7.7,12.2,34,26.2,13,10.0,Q,53907,56.4
1649,2004,172,97,56.4,90,52.3,92.8,5,2.9,5.2,85,49.4,87.6,7,4.1,7.2,48,27.9,26,15.1,Q,53907,61.6
1650,2005,172,106,61.6,92,53.5,86.8,26,15.1,24.5,66,38.4,62.3,14,8.1,13.2,47,27.3,16,9.3,Q,53907,70.6
1652,2001,76,52,68.4,24,31.6,46.2,0,0.0,0.0,24,31.6,46.2,28,36.8,53.8,18,23.7,6,7.9,Q,53907,63.1
1653,2002,84,53,63.1,32,38.1,60.4,0,0.0,0.0,32,38.1,60.4,21,25.0,39.6,14,16.7,17,20.2,Q,53907,61.8
1654,2003,89,55,61.8,25,28.1,45.5,1,1.1,1.8,24,27.0,43.6,30,33.7,54.5,22,24.7,8,9.0,Q,53907,57.1
1655,2004,91,52,57.1,29,31.9,55.8,1,1.1,1.9,28,30.8,53.8,23,25.3,44.2,32,35.20000000000001,7,7.7,Q,53907,68.6
1656,2005,86,59,68.6,44,51.2,74.59999999999998,3,3.5,5.1,41,47.7,69.5,15,17.4,25.4,18,20.9,6,7.0,Q,53907,66.3
1658,2001,273,144,52.7,68,24.9,47.2,2,0.7,1.4,66,24.2,45.8,77,28.2,53.5,72,26.4,50,18.3,Q,53907,46.9
1659,2002,288,135,46.9,97,33.7,71.90000000000002,43,14.9,31.9,54,18.8,40.0,38,13.2,28.1,85,29.5,63,21.9,Q,53907,50.8
1660,2003,250,127,50.8,69,27.6,54.3,56,22.4,44.1,13,5.2,10.2,58,23.2,45.7,72,28.8,43,17.2,Q,53907,42.6
1661,2004,230,98,42.6,76,33.0,77.59999999999998,33,14.3,33.7,43,18.7,43.9,22,9.6,22.4,90,39.1,39,17.0,Q,53907,69.3
1662,2005,277,192,69.3,131,47.3,68.2,26,9.4,13.5,105,37.9,54.7,61,22.0,31.8,61,22.0,19,6.9,Q,53907,73.8
1664,2001,209,126,60.3,94,45.0,74.59999999999998,27,12.9,21.4,67,32.1,53.2,32,15.3,25.4,71,34.0,8,3.8,Q,53907,68.4
1665,2002,424,290,68.4,196,46.2,67.6,62,14.6,21.4,134,31.6,46.2,94,22.2,32.4,65,15.3,17,4.0,Q,53907,69.9
1666,2003,366,256,69.9,214,58.5,83.6,140,38.3,54.7,74,20.2,28.9,42,11.5,16.4,100,27.3,10,2.7,Q,53907,76.2
